ID,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts
10241,2n Cycle,Divorced,11448,0,0,0,0,0,6,2
10242,PhD,Together,47472,1,1,56,0,11,0,0
10245,2n Cycle,Single,80910,0,0,160,80,369,67,39
10250,Basic,Together,28389,0,0,1,5,3,7,4
10258,Master,Single,35791,2,1,27,0,5,0,0
10260,Master,Together,45143,0,1,202,5,74,11,5
10262,Graduation,Married,15072,2,0,8,2,15,0,10
10264,Graduation,Divorced,15287,1,0,1,2,8,4,3
10270,2n Cycle,Married,35523,1,0,11,5,22,12,5
10277,Graduation,Single,30081,0,1,36,0,2,0,0
10281,Graduation,Divorced,64713,1,0,180,60,241,13,54
10286,Graduation,Married,83715,0,0,318,8,407,150,35
10299,PhD,Single,48240,0,0,389,91,248,64,49
10304,Graduation,Married,18690,0,0,6,1,7,23,4
10307,Graduation,Married,50387,0,2,369,9,87,12,14
10311,Graduation,Married,4428,0,1,16,4,12,2,4
10313,Graduation,Married,48178,1,1,159,4,45,6,2
10314,PhD,Married,83837,0,0,847,66,119,86,89
10319,Graduation,Married,66303,0,1,1090,12,96,16,12
10323,Graduation,Married,49413,0,1,205,7,41,3,2
10340,Graduation,Together,35196,1,0,75,12,141,43,39
10341,Graduation,Together,51315,0,0,68,28,39,16,30
10343,2n Cycle,Single,61618,0,0,605,91,399,0,45
10350,PhD,Married,54432,2,1,33,0,5,0,0
10352,Graduation,Widow,34213,1,1,50,4,28,6,3
10356,PhD,Divorced,41437,1,1,29,0,2,0,0
10364,Graduation,Divorced,23295,0,0,0,0,1,2,12
10377,Master,Together,46692,0,1,170,6,97,24,12
10379,Master,Single,59247,0,2,327,9,122,19,14
10380,Master,Married,37787,1,0,40,1,40,4,3
10381,Graduation,Single,47691,0,1,14,0,3,0,0
10383,Graduation,Divorced,70287,0,0,295,35,482,121,120
10390,2n Cycle,Married,26887,0,1,6,7,4,3,4
10394,Graduation,Married,90000,0,0,675,144,133,94,192
10395,Basic,Single,8940,1,0,1,45,3,4,6
10398,2n Cycle,Single,24336,1,0,1,6,2,8,2
10401,2n Cycle,Together,26326,0,0,1,0,5,0,3
10402,Graduation,Married,35441,1,1,25,1,9,2,1
10403,Graduation,Together,16531,1,0,2,13,6,7,5
10413,Graduation,Married,72570,0,0,274,83,216,151,141
10420,Master,Divorced,46390,0,1,95,14,64,2,9
10424,Graduation,Single,75922,0,0,265,138,553,224,23
10430,Graduation,Divorced,89694,1,1,1126,28,211,37,28
10432,Graduation,Divorced,19346,1,0,2,0,9,3,6
10446,PhD,Married,82017,0,0,184,23,446,30,23
10448,Graduation,Single,46998,0,1,172,41,86,45,6
10451,Graduation,Together,29672,1,1,9,1,3,0,4
10466,Graduation,Married,44393,1,1,24,2,20,2,2
10469,Graduation,Together,88325,0,0,519,71,860,93,27
10470,Master,Married,40662,1,0,40,2,23,0,4
10473,PhD,Widow,78028,0,1,158,19,288,25,0
10476,Graduation,Married,67267,0,1,134,11,59,15,2
10477,PhD,Together,39435,1,0,71,0,18,0,0
10478,PhD,Married,55517,1,1,483,0,108,0,6
10479,PhD,Married,76618,0,0,749,40,294,121,160
10486,Graduation,Married,77142,0,0,476,75,162,29,151
10489,Graduation,Married,92955,0,0,693,21,925,31,24
10490,PhD,Married,51039,1,1,100,64,79,65,0
10492,Graduation,Together,38285,2,1,2,0,5,2,0
10500,Graduation,Married,31761,1,0,19,1,20,16,14
10505,Master,Together,73113,0,0,741,19,154,50,9
10507,2n Cycle,Divorced,59601,0,1,691,7,69,0,7
10509,Master,Single,36927,1,1,51,0,16,0,0
10513,Graduation,Together,63207,0,0,438,169,565,91,169
10521,Graduation,Married,54809,1,1,63,6,57,13,13
10524,Master,Divorced,49476,0,1,386,23,95,54,41
10525,Graduation,Single,26576,1,0,10,0,8,0,0
10530,PhD,Widow,67786,0,0,431,82,441,80,20
10536,PhD,Together,32892,1,0,26,0,15,2,1
10542,PhD,Married,36778,1,1,29,4,34,2,4
10548,Graduation,Single,71163,0,0,283,17,372,138,106
10552,2n Cycle,Married,54210,0,1,70,54,109,80,9
10556,Graduation,Married,54984,0,1,173,13,131,32,3
10560,PhD,Single,36802,1,0,16,1,2,0,0
10562,Master,Married,66835,0,0,620,26,195,34,17
10573,Graduation,Divorced,62551,0,0,125,16,98,134,21
10581,Graduation,Married,41124,1,0,281,7,84,15,0
10582,Graduation,Married,72063,0,1,180,32,348,76,32
10584,Graduation,Married,65665,0,1,225,162,387,106,36
10590,PhD,Together,76542,0,0,794,73,573,0,29
10591,Graduation,Widow,43638,0,1,63,10,83,7,19
10595,Graduation,Married,30093,0,0,2,6,28,13,4
10598,Graduation,Together,27943,1,1,12,1,16,4,1
10602,Graduation,Married,39922,1,0,29,12,59,19,1
10609,PhD,Married,42769,0,1,71,0,13,3,1
10613,PhD,Together,37334,1,1,26,1,16,2,2
10617,Master,Divorced,10979,0,0,8,4,10,2,2
10619,Graduation,Single,95529,0,0,770,29,890,250,27
10623,Master,Together,48330,0,1,28,0,4,0,0
10634,Master,Married,59412,0,0,90,67,165,30,43
10637,Graduation,Married,40800,1,2,24,0,27,8,30
10640,Graduation,Together,44392,1,1,87,5,71,7,12
10641,Graduation,Single,7500,1,1,6,5,4,13,4
10642,Graduation,Single,30279,1,0,10,4,14,4,4
10643,PhD,Single,42000,0,0,124,83,267,85,59
10648,2n Cycle,Together,66664,0,0,398,96,447,220,96
10652,Master,Together,65487,0,0,240,67,500,199,0
10659,2n Cycle,Together,7500,1,0,2,8,11,3,8
10660,Master,Married,66726,1,1,349,7,35,0,0
10664,Master,Widow,51529,0,1,400,4,35,6,0
10669,Graduation,Married,54386,0,1,277,21,64,62,21
10673,PhD,Married,68397,0,1,760,80,466,17,13
10675,PhD,Married,66334,0,1,909,11,218,0,0
10676,Graduation,Married,63211,0,0,145,193,459,205,26
10678,Graduation,Together,71232,0,1,653,17,170,34,26
10680,Graduation,Together,33235,1,0,45,0,16,2,1
10681,2n Cycle,Married,62466,0,1,129,129,259,168,121
10686,PhD,Together,34230,1,1,15,0,4,0,0
10691,Master,Married,28520,1,1,11,0,10,0,2
10699,Graduation,Married,44322,1,0,46,0,40,3,0
10701,Graduation,Married,65308,0,0,713,0,264,120,80
10702,Graduation,Single,52413,1,0,185,8,133,56,56
10703,Master,Single,46098,1,1,57,0,27,0,0
10704,Graduation,Single,54803,0,1,404,0,92,28,27
10708,2n Cycle,Single,36975,1,0,10,6,11,0,4
10710,Graduation,Married,7500,0,1,5,2,3,3,0
10711,Graduation,Married,69755,0,0,217,77,373,111,23
10722,Graduation,Together,55593,0,1,293,8,124,11,4
10727,PhD,Married,69084,1,0,1181,107,199,39,30
10735,Graduation,Single,22804,1,0,14,1,7,2,1
10736,Graduation,Single,72258,0,1,522,0,522,227,120
10738,Master,Single,49389,1,1,40,0,19,2,1
10741,Master,Together,47352,0,1,172,12,112,8,0
10742,PhD,Married,86580,0,0,532,21,127,26,20
10749,Graduation,Single,8028,0,0,73,18,66,7,12
10755,2n Cycle,Married,23718,1,0,6,3,14,15,7
10757,PhD,Divorced,28420,1,0,4,2,5,2,0
10766,PhD,Married,65526,0,1,397,19,69,12,0
10767,PhD,Together,77845,0,0,760,40,480,0,40
10770,Graduation,Married,65492,0,0,247,161,295,210,85
10779,Graduation,Single,22148,0,0,15,5,14,0,4
10785,Graduation,Married,44078,1,1,24,1,10,2,0
10789,PhD,Married,45759,1,1,42,1,18,3,0
10790,PhD,Married,18169,1,0,9,0,5,0,0
10795,PhD,Married,37401,1,0,19,3,19,3,1
10796,Master,Married,30477,1,0,47,1,6,0,0
10812,PhD,Married,46377,1,0,37,0,46,4,3
10814,Graduation,Together,70321,0,0,303,23,751,82,26
10821,Graduation,Married,57113,1,1,182,4,33,0,2
10826,Graduation,Married,18690,0,0,6,1,7,23,4
10827,PhD,Married,36947,1,1,88,3,21,4,1
10832,Graduation,Together,46610,0,0,288,10,30,4,10
10833,Graduation,Married,65106,0,1,790,19,133,12,0
10837,Graduation,Married,23957,1,0,2,1,18,20,11
10839,Graduation,Together,36283,1,1,6,5,5,8,0
10841,PhD,Together,56559,0,1,226,22,133,41,31
10846,Master,Married,43783,1,0,327,9,125,25,4
10854,PhD,Married,38853,1,1,29,0,14,0,0
10855,Master,Single,50014,1,0,234,14,77,19,10
10856,2n Cycle,Single,45889,0,1,31,0,6,0,1
10858,Graduation,Together,76532,1,1,355,30,177,90,138
10862,Master,Married,30522,0,1,179,8,83,19,11
10868,Graduation,Widow,70792,0,0,344,45,654,104,11
10870,Graduation,Married,61223,0,1,709,43,182,42,118
10872,PhD,Married,55212,0,1,1103,0,45,0,0
10882,Graduation,Married,53858,0,1,407,53,221,58,150
10888,Graduation,Single,45938,0,0,273,11,178,62,83
10897,Graduation,Married,67445,0,1,757,80,217,29,80
10905,Graduation,Together,42586,1,1,194,2,56,0,0
10906,PhD,Together,46681,0,2,269,15,69,15,19
10909,Graduation,Married,92344,0,0,992,24,694,51,19
10913,Master,Single,31385,1,0,3,2,12,0,1
10914,Graduation,Single,24163,1,1,4,1,7,2,1
10925,Graduation,Married,76630,0,0,255,31,446,40,56
10928,Graduation,Together,66886,0,1,315,4,62,41,31
10936,Graduation,Married,72190,0,0,597,166,597,172,166
10949,PhD,Divorced,72968,0,0,1092,37,592,145,37
10951,Graduation,Married,45688,0,1,279,0,18,0,0
10955,Graduation,Widow,85620,0,0,416,46,925,60,107
10965,Graduation,Together,76005,0,0,983,20,389,240,50
10967,Graduation,Divorced,33378,1,1,33,6,40,3,7
10968,Graduation,Single,57731,0,1,266,21,300,65,8
10971,Graduation,Single,37774,2,0,173,8,107,7,2
10972,Graduation,Widow,72298,0,0,625,35,169,58,17
10981,Graduation,Married,84219,0,0,434,137,400,45,137
10983,Graduation,Together,75278,0,0,304,98,230,150,74
10991,Master,Married,89058,0,0,454,194,106,31,22
10992,Graduation,Together,75702,1,1,650,28,353,45,42
10995,2n Cycle,Married,15716,1,0,16,5,30,8,7
11003,2n Cycle,Together,25130,1,0,2,5,7,0,18
11004,2n Cycle,Single,60182,0,1,8,0,5,7,0
11007,PhD,Married,29187,1,0,26,0,6,0,0
11010,PhD,Single,16269,1,0,19,3,18,3,1
11013,Graduation,Together,67605,0,0,336,28,282,184,54
11025,Graduation,Married,36443,1,1,65,0,46,4,3
11030,Master,Married,33181,1,0,9,0,3,0,0
11031,PhD,Married,48699,1,1,26,1,10,2,0
11039,Graduation,Married,51948,0,1,82,33,54,71,30
11051,PhD,Together,77376,1,1,492,19,110,16,12
11056,Graduation,Married,72099,0,0,546,91,410,119,0
11071,Graduation,Single,79607,0,0,450,133,951,173,0
11074,Graduation,Single,85072,0,0,494,92,391,194,11
11075,Graduation,Married,51267,1,1,183,2,64,7,2
11084,Master,Together,65104,0,1,738,0,232,13,20
11086,Basic,Single,25707,1,0,1,6,2,3,6
11088,PhD,Together,78642,0,1,1396,0,322,46,35
11091,Graduation,Together,34587,1,1,7,2,9,2,0
11092,Graduation,Married,27116,1,1,12,1,21,2,2
11096,2n Cycle,Together,57247,0,1,99,4,32,37,54
11100,Graduation,Divorced,51813,1,1,51,2,7,0,1
11101,Graduation,Together,89891,0,0,412,22,132,59,28
11110,Graduation,Single,3502,1,0,2,1,1,0,0
11112,Graduation,Together,70713,0,1,736,114,279,82,76
11114,Graduation,Together,19656,1,0,25,4,9,6,8
11121,Graduation,Married,19419,1,0,2,14,28,16,3
11133,PhD,YOLO,48432,0,1,322,3,50,4,3
11148,Graduation,Together,22280,1,0,2,1,4,3,1
11166,Graduation,Married,49678,0,1,229,5,56,3,2
11171,Master,Married,56962,2,1,292,3,77,10,3
11176,PhD,Together,65968,0,1,376,9,83,19,4
11178,Master,Single,42394,1,0,15,2,10,0,1
11181,PhD,Married,156924,0,0,2,1,2,1,1
11187,Basic,Single,26487,1,0,2,8,10,12,14
11188,Graduation,Together,26091,1,1,15,10,19,8,17
11191,Graduation,Divorced,41411,0,0,37,32,38,11,3
